station_id,station_name,station_lat,station_lon
870,Hillside Crescent,55.957792800284125,-3.1757986190875727
982,Ingliston Park and Ride (19th to 23rd June),55.93909048596021,-3.355912910873826
980,Royal Highland Show - East Gate (19th to 23rd June),55.940906749395,-3.3688722251728223
981,Royal Highland Show - West Gate (19th to 23rd June),55.94065528387753,-3.381606403941987
991,Meadows - Edinburgh Climate Festival,55.94173596765826,-3.1903605742577383
248,Bristo Square,55.94583371599285,-3.189053072075467
1018,Hunter Square,55.94969158307013,-3.18781281937504
1017,Crichton Street,55.94475574122453,-3.1869169742698205
1019,Grassmarket,55.947097278583385,-3.1972457326126005
1024,Meadow Place 2,55.94023763168944,-3.194640214184801
1025,Dundee Terrace,55.93970989541296,-3.2205889336679547
290,Bruntsfield links,55.93715871276677,-3.206435329645956
1026,Constitution Street,55.97544142756835,-3.166806411195239
1017,Crichton Street,55.94478427951007,-3.186906245433761
299,Depot Virtual,55.97233473082818,-3.155781602605998
1027,Drummond Street,55.9483365370385,-3.18226129953905
1024,Meadow Place,55.94023763168944,-3.194640214184801
1028,The Tron,55.95003729291336,-3.1878215188269223
981,RHC - Edinburgh Festival Camping (05th to 26th August),55.94065528387753,-3.381606403941987
1031,Eden Locke - Aparthotel (RESIDENTS ONLY),55.95264053655981,-3.205665534467016
1032,Holyrood Park - Woman's Tour Of Scotland (Event 11/08/19),55.95135352288074,-3.1685906097869747
1033,Queen Margaret University,55.93193490858167,-3.0730457717661466
1030,Fountain Court  - Apartments (RESIDENTS ONLY),55.94380585491596,-3.211238456749925
1031,Eden Locke - Aparthotel (RESIDENTS ONLY),55.95261935955009,-3.205678007970846
965,Haymarket - Murrayfield Rugby Event,55.945452213917534,-3.2196795574359385
1039,Lothian Road,55.94740919920712,-3.2057654971365537
1038,South Trinity Road,55.97132539148155,-3.207963567424258
1041,Milton Road - Edinburgh College,55.94405135341408,-3.098567246199309
1051,Warrender Park Road,55.93836921723555,-3.1980326885466184
1050,EICC,55.94607055533778,-3.2103963310007657
1042,Kings Buildings - Murchison House,55.92446420087144,-3.1787315124754514
1055,Roseburn Street,55.94442555452843,-3.234497716594433
1040,Sighthill - Edinburgh College,55.926664566092654,-3.289467852759799
261,Brunswick Place - Virtual,55.960929747664,-3.181005314780577
1056,Fort Kinnaird,55.93437199635734,-3.105037819791278
1091,Holyrood Road,55.94955950619123,-3.180413257527789
1057,Pleasance - Edinburgh University Sports Fair,55.94820962824952,-3.181597452807864
1093,Belford Road,55.95197357717703,-3.226124804664096
1090,Hillside Crescent,55.95787194536338,-3.175888370919665
1092,Dalry Road Lidl,55.94179129688128,-3.2224153095965
1094,HSBC UK Lets Ride - Meadows Event,55.93997775814967,-3.1898621576722235
1095,Dudley Gardens,55.97593978299806,-3.191321207818646
1097,Gladstone Terrace,55.93796327344498,-3.185021145932069
1096,West Crosscauseway,55.9438359841253,-3.1849514084976818
1098,Marchmont Crescent,55.9364319181482,-3.194150044314256
1102,Haymarket Station,55.94558221753474,-3.218192059354351
1102,Haymarket Station,55.94557470761638,-3.218194741563366
1721,Tollcross,55.944248052468346,-3.2031045991104747
1720,Dundas Street,55.9607624081837,-3.201278014771333
1723,Heriot Watt - Edinburgh Business School,55.90880966452917,-3.320141905887681
1724,Heriot Watt - Student Accomodation (Anna MacLeod Halls),55.90840398606208,-3.3288253589253145
1102,Haymarket Station,55.94556945067266,-3.21818468327956
1723,Heriot Watt - Edinburgh Business School,55.90878560997055,-3.320170069082337
1722,Cramond Foreshore,55.98003076740317,-3.300641788832536
1725,Edinburgh Zoo,55.94211534619251,-3.2692867654484417
264,Pollock Halls,55.94008064125911,-3.171746866852459
1052,Surgeons Hall,55.94664279961712,-3.185474585938892
1726,Simon Square,55.94485886752089,-3.182589723460069
1727,Causewayside,55.93650603148236,-3.1801663476151134
1028,Hunter Square,55.94979756563328,-3.1877950320129003
1728,Portobello - Kings Road,55.95791540692348,-3.118332042090288
1729,McDonald Road,55.9640310527501,-3.1851753729504253
1730,East London Street,55.95995414501485,-3.1871977585476543
1731,Pleasance Courtyard,55.947566653309394,-3.181591941706529
1737,Inverleith Row,55.96411787988959,-3.202094747416368
1738,Wester Coates Terrace,55.94564841884953,-3.231847150914064
1740,Cycling Scotland Conference,55.940886347739024,-3.2407775658291484
1746,Crescent House,55.96391066325888,-3.191861874639585
1744,Morningside Road,55.927985349796536,-3.209749771944871
1743,Logie Green Road,55.964058329676064,-3.195700361124864
1745,Scotland Street,55.96037972054591,-3.1954703369027584
1748,Colinton Road,55.93341635916104,-3.21239711224257
1026,Constitution Street,55.9753603829211,-3.1664416307692136
1747,Corstorphine Road,55.94166971920444,-3.271523727766862
1749,Dean Street,55.957278012740645,-3.2142853873890544
1739,Edinburgh Royal Infirmary,55.92063236018849,-3.140540732733598
1752,IGMM - Western General,55.96264210870907,-3.231915547243944
1753,Waitrose Comely Bank,55.95953624971772,-3.223434402338853
1754,Murrayfield Tram,55.94191081116495,-3.2378003138226177
1756,Western General Hospital,55.963453810934496,-3.232909305683961
1757,Meggetland,55.92758664038103,-3.2336710530441906
1758,Queen Margaret University,55.931980482636575,-3.0731046336811687
1765,Haymarket Terrace,55.946063966641006,-3.2230240243595745
1763,Comely Bank Road,55.95941012836135,-3.2156613606136943
1764,Craigleith Road,55.95657629337518,-3.237939788691392
1767,Bruntsfield Links,55.937123239991095,-3.206431879393449
1768,Thirlestane Road,55.93532370964813,-3.198763443819871
1766,Balgreen Road,55.93894174548949,-3.251110776059022
1769,Brunswick Place,55.96085174106396,-3.180985762469163
1770,Ellersly Road,55.945045875212095,-3.250881447188249
1799,Murrayfield,55.94479128084842,-3.243673010460725
1798,Chambers Street,55.94760044619224,-3.188919736735216
1800,Joppa,55.94894930668582,-3.094727261654725
1807,Gamekeeper's Road,55.969442746098885,-3.3072587984723745
1808,Gorgie Road,55.9387414422504,-3.2299092549009023
1809,Royal Edinburgh Hospital,55.92781815597736,-3.2133077222032247
1814,Abbeyhill,55.95524788917224,-3.1722162800950704
1815,Sighthill - Edinburgh College,55.92668427748757,-3.2894811171216665
1813,Milton Road - Edinburgh College,55.94406627599551,-3.0985614794416128
1818,Dynamic Earth,55.951089465236365,-3.17572460948655
1820,Heriot Watt - Student Accommodation,55.90841344459825,-3.3287835258168874
1819,Heriot Watt - Edinburgh Business School,55.9088228790413,-3.320113285176247
1821,Drumsheugh Place,55.95159412232485,-3.2123542850940225
1823,Boroughmuir,55.94007146917616,-3.215335840688084
1824,Duke Street,55.96901164826488,-3.16739470303429
1822,Edinburgh Park Station,55.92738267693901,-3.307442444578868
1857,City Chambers Launch Station,55.950222304548845,-3.190270030188429
1739,Edinburgh Royal Infirmary,55.921220122613306,-3.1390755550312406
1859,Edinburgh Park Central,55.931168715771065,-3.3144142978056834
1866,The Loan,55.98989968232655,-3.397772901929727
1864,Borrowman Square,55.98260596953824,-3.381454898058536
1865,Dalmeny Station,55.98676132611317,-3.382426853781425
1869,Hopetoun Road,55.99018214620787,-3.4046039242787174
1868,Forth Bridge Visitors Centre,55.987743170866025,-3.40375244599943
1870,Hawes Pier,55.99052952143077,-3.3855966605769083
1871,Scotstoun House,55.98110725959637,-3.39421060796127
1874,Tesco Ferrymuir,55.98376618789104,-3.401351801602175
1877,Port Edgar Marina,55.992957267668345,-3.4071562055591187
1860,Ingliston Park & Ride,55.9387919459937,-3.355556216932513
183,Waverley Bridge,55.951980756193535,-3.191890332557904
1756,Western General Hospital,55.96283984266853,-3.234135938375289
2259,Leith Walk North,55.96791807044289,-3.1735862970647304
1731,Pleasance Courtyard,55.947490592969416,-3.181112126101965
2263,Musselburgh Lidl,55.94388031687606,-3.0667539162178628
2265,Musselburgh Brunton Hall,55.94400897108537,-3.058492533629164
2265,Musselburgh Brunton Hall,55.94396074176487,-3.058306836702485
2268,Picady Place,55.95653524179326,-3.1862476120746805
2268,Picardy Place,55.95653524179326,-3.1862476120746805
358,Leith Walk,55.96517649040763,-3.1761801702076298
1739,Edinburgh Royal Infirmary,55.92135417116336,-3.1369712992544976
259,St Andrew Square,55.95472778937899,-3.1926529692531176
242,Virtual Depot,55.97240196356882,-3.155794035109693
280,Smarter Travel Station,53.39552546462075,-2.990138041872456
